,7_1,7_2,7a72_1,7a72_2,7b72_1,7b72_2
TSPAN9__chr12,65.23596739,43.01766827,20.00397506,20.73118116,27.05612818,87.51670217
TSPEAR__chr21,0,0,0,20.73118116,0,0.994507979
TSPO2__chr6,2.836346408,0,0,0,0,0
TSPOAP1__chr17,0,0,28.28148198,0,0,0
TSPO__chr22,1662.098995,1780.594073,1518.232728,1689.591264,1753.237106,1645.910706
TSPYL1__chr6,619.7416902,837.5793056,704.9676727,760.1433091,753.2426087,813.507527
TSPYL2__chrX,211.3078074,378.7241775,242.1170774,228.0429927,48.70103073,318.2425533
TSPYL4__chr6,28.36346408,161.9488688,172.4480608,210.7670084,304.1108808,83.53867025
TSPYL5__chr8,0,0,0,0,0,1.989015958
TSR1__chr17,79.41769943,125.67907,131.0605262,190.0358273,89.82634557,96.46727398
TSR2__chrX,182.9443433,338.2369603,244.1864542,345.519686,213.2022901,281.4457581
TSR3__chr16,194.289729,128.2095211,155.2032548,231.4981896,220.778006,165.0883245
TSSC1__chr2,221.2350198,259.792977,162.7909694,297.1469299,244.5873988,179.0114363
TSSC2__chr11,4.254519612,3.373934766,0.689792243,0,0,4.972539896
TSSC4__chr11,46.79971574,74.22656485,63.46088639,117.4766932,72.51042353,98.45628994
TSSK3__chr1,0,0,0,0,0,0
TSSK6__chr19,0,0.843483691,0,0,21.64490255,8.950571813
TSTA3__chr8,1131.702217,1126.050728,1211.964972,1078.02142,1094.149824,1318.71758
TSTD1__chr1,404.1793632,468.1334488,321.4431854,397.3476389,566.0142016,353.0503326
TSTD2__chr9,0,0,8.27750692,13.82078744,0,0
TSTD3__chr6,29.78163729,49.7655378,24.83252076,20.73118116,83.33287481,72.59908248
TST__chr22,2030.824028,1774.689687,1598.93842,1458.093075,1948.041229,1968.131291
TTBK1__chr6,0,0,0,0,0,0
TTBK2__chr15,0,6.747869532,21.38355954,13.82078744,0,0
TTC12__chr11,42.54519612,21.93057598,70.35880882,55.28314976,51.94776611,93.48375004
TTC13__chr1,80.83587264,32.05238028,145.5461634,72.55913405,170.9947301,94.47825802
TTC14__chr3,787.0861283,600.5603883,732.5593625,839.6128369,686.1434108,639.4686306
TTC17__chr11,1086.320674,610.6821926,428.3609831,373.1612609,1363.62886,764.776636
TTC19__chr17,867.9220009,975.0671474,953.9826726,884.5303961,908.0036619,862.2384179
TTC1__chr5,1744.353041,1665.880291,1663.089099,919.0823647,2090.897586,1459.937713
TTC21A__chr3,0,0,1.379584487,0,0,0
TTC21B__chr2,85.09039225,90.25275499,44.14670358,62.19354348,108.2245127,56.68695481
TTC22__chr1,2.836346408,10.1218043,3.448961217,17.2759843,3.246735382,30.82974735
TTC23L__chr5,0,0,0,0,0,0
TTC23__chr15,510.5423535,283.4105203,385.593864,124.387087,160.1722789,297.3578858
TTC25__chr17,0,0,0,0,0,0
TTC26__chr7,45.38154253,33.73934766,12.41626038,34.5519686,58.44123688,50.71990694
TTC27__chr2,76.58135302,60.73082579,111.0565512,86.37992149,93.07308095,121.3299735
TTC28-AS1__chr22,56.72692817,47.23508672,27.59168973,31.09677174,15.15143178,28.8407314
TTC28__chr22,19.85442486,25.30451074,62.77109415,27.64157488,45.45429535,73.59359046
TTC30A__chr2,62.39962098,161.1053851,72.42818555,55.28314976,48.70103073,186.9675001
TTC30B__chr2,55.30875496,10.1218043,20.6937673,20.73118116,30.30286357,10.93958777
TTC31__chr2,83.67221904,101.218043,101.3994598,120.9318901,120.1292091,78.56613035
TTC32__chr2,14.18173204,6.747869532,7.587714677,6.910393719,21.64490255,11.93409575
TTC33__chr5,164.5080917,148.4531297,173.8276453,283.3261425,207.7910645,220.7807714
TTC36__chr11,2.836346408,4.217418457,0,0,0,0
TTC37__chr5,317.6707977,302.8106452,350.4144596,241.8637802,271.643527,350.0668087
TTC38__chr22,1079.229808,910.1189031,790.5019109,1046.924649,956.7046926,805.5514631
TTC39A__chr1,46.79971574,31.20889659,26.90189749,6.910393719,117.9647189,63.64851067
TTC39B__chr9,68.0723138,88.56578761,46.21608031,27.64157488,21.64490255,125.3080054
TTC39C-AS1__chr18,0,0,0,0,0,0
TTC39C__chr18,165.9262649,90.25275499,97.95049856,165.8494493,111.4712481,237.687407
TTC3P1__chrX,0,0.843483691,0.689792243,0,5.411225637,0
TTC3__chr21,2313.040496,1909.647078,1787.251703,1665.404886,1317.09232,1653.866769
TTC41P__chr12,43.96336933,12.65225537,0,0,0,0
TTC5__chr14,138.980974,102.0615267,135.1992797,48.37275604,89.82634557,120.3354655
TTC6__chr14,0,10.1218043,0,0,0,3.978031917
TTC7A__chr2,147.4900132,217.6187924,134.5094875,31.09677174,270.5612818,138.2366091
TTC7B__chr14,1.418173204,82.66140177,40.69774236,3.45519686,0,0
TTC8__chr14,151.7445328,123.9921026,102.089252,79.46952777,66.01695277,79.56063833
TTC9B__chr19,0,0,3.448961217,0,0,0
TTC9C__chr11,90.76308506,168.6967383,117.9544736,231.4981896,119.046964,120.3354655
TTC9__chr14,182.9443433,123.9921026,146.9257478,317.8781111,156.9255435,242.6599469
TTF1__chr9,136.1446276,337.3934766,223.4926869,421.5340169,128.7871702,202.8796278
TTF2__chr1,239.6712715,226.0536293,255.9129223,352.4300797,290.0416941,282.4402661
TTI1__chr20,519.0513927,366.0719221,818.7833929,1475.369059,1046.531038,560.9025003
TTI2__chr8,26.94529088,59.8873421,61.39150966,31.09677174,54.11225637,38.78581119
TTK__chr6,263.780216,265.6973628,399.3897089,480.2723635,340.9072151,275.4787102
TTLL10__chr1,0,3.373934766,0,0,0,0
TTLL11__chr9,9.927212429,4.217418457,35.86919666,0,48.70103073,15.91212767
TTLL12__chr22,777.1589159,793.7181537,862.9300965,635.7562222,595.2348201,516.1496412
TTLL13P__chr15,0,3.373934766,0,0,0,0
TTLL1__chr22,52.47240855,12.65225537,27.59168973,86.37992149,21.64490255,48.73089098
TTLL3__chr3,0,2.530451074,0,0,0,0
TTLL4__chr2,52.47240855,101.218043,77.9465235,58.73834662,90.9085907,106.4123538
TTLL5__chr14,258.1075232,282.5670366,231.0804015,107.1111027,106.0600225,183.9839761
TTLL6__chr17,0,0.843483691,0,0,1.082245127,0
TTLL7__chr1,0,0,0,0,0,0
TTL__chr2,224.0713663,91.09623868,254.5333378,290.2365362,164.5012594,146.1926729
TTN-AS1__chr2,4.254519612,0,4.13875346,24.18637802,0,2.983523938
TTN__chr2,18.43625165,0,0,0,0,0
TTPAL__chr20,119.1265491,149.2966134,175.2072298,152.0286618,159.0900337,172.0498804
TTPA__chr8,42.54519612,5.060902149,5.518337947,0,0,36.79679523
TTR__chr18,0,0,49.66504152,0,0,0
TTTY14__chrY,31.19981049,32.05238028,56.56296396,17.2759843,7.575715892,4.972539896
TTTY15__chrY,120.5447224,84.34836915,33.79981992,234.9533865,24.89163793,51.71441492
TTYH1__chr19,0,0,16.55501384,0,0,20.88466756
TTYH2__chr17,0,0,2.06937673,0,0,0
TTYH3__chr7,4185.029125,4672.056167,4075.292574,4612.687808,4806.250611,3955.158233
TUBA1A__chr12,53.89058176,20.2436086,38.62836563,51.8279529,42.20755997,17.90114363
TUBA1B__chr12,14143.44136,13508.39132,14086.93719,16467.46823,18085.39832,12716.77353
TUBA1C__chr12,3627.687056,3382.369603,3409.643059,4464.114343,4117.94271,3139.66169
TUBA3FP__chr22,0,0,0,0,0,0
TUBA4A__chr2,307.7435853,401.4982371,373.8673959,314.4229142,281.3837331,376.9185241
TUBA8__chr22,0,0,1.379584487,10.36559058,0,6.961555854
TUBAL3__chr10,233.9985787,156.0444829,71.04860107,24.18637802,209.9555547,112.3794016
TUBB1__chr20,0,0,0,0,0,0
TUBB2A__chr6,174.4353041,264.0103954,126.9217728,131.2974807,232.6827024,398.7976996
TUBB2B__chr6,12.76355884,24.46102705,0.689792243,0,32.46735382,0
TUBB3__chr16,452.3972521,200.7491186,380.7653183,58.73834662,455.6251986,574.825612
TUBB4A__chr19,0,0.843483691,0,24.18637802,2.164490255,0
TUBB4B__chr9,1267.846844,1056.885065,1208.51601,1216.229295,1443.715,1204.349163
TUBB6__chr18,62.39962098,151.8270645,240.0477007,186.5806304,136.362886,176.0279123
TUBBP5__chr9,24.10894447,12.65225537,37.24878114,10.36559058,10.82245127,26.85171544
TUBB__chr6,25827.77039,26054.36775,30034.24407,32005.48851,20220.66796,30318.57025
TUBD1__chr17,28.36346408,26.99147813,13.79584487,44.91755918,30.30286357,46.74187502
TUBE1__chr6,56.72692817,81.81791807,68.28943209,17.2759843,49.78327586,59.67047875
TUBG1__chr17,977.1213376,684.9087575,809.8160937,967.4551207,767.3117953,995.5024871
TUBG2__chr17,239.6712715,26.99147813,183.4847367,24.18637802,64.93470764,84.53317823
TUBGCP2__chr10,209.8896342,131.5834559,259.3618835,324.7885048,163.4190142,149.1761969
TUBGCP3__chr13,69.490487,184.7229284,153.8236703,266.0501582,107.1422676,78.56613035
TUBGCP4__chr15,134.7264544,301.1236779,346.9654984,162.3942524,141.7741117,178.0169283
TUBGCP5__chr15,96.43577788,86.03533653,73.1179778,76.01433091,57.35899175,86.52219419
TUBGCP6__chr22,73.74500661,71.69611378,71.73839331,24.18637802,21.64490255,50.71990694
TUB__chr11,1.418173204,0,3.448961217,0,16.23367691,0
TUFM__chr16,5411.748947,5567.835848,5780.458999,6744.54427,6200.182335,5462.83233
TUFT1__chr1,107.7811635,189.7838306,102.089252,82.92472463,109.3067579,125.3080054
TUG1__chr22,710.5047753,651.1694098,871.2076034,881.0751992,612.5507421,695.1610774
TULP3__chr12,608.3963046,281.723553,849.8240438,507.9139384,490.2570427,578.8036439
TULP4__chr6,537.4876444,398.1243024,505.6177144,608.1146473,481.5990817,310.2864895
TUNAR__chr14,1.418173204,0,0,0,0,1.989015958
TUSC1__chr9,245.3439643,312.0889659,171.7582686,217.6774022,293.2884295,194.9235639
TUSC2__chr3,338.9433958,175.4446078,271.7781439,449.1755918,362.5521177,156.1377527
TUSC3__chr8,14.18173204,19.4001249,17.93459833,34.5519686,18.39816717,21.87917554
TUSC8__chr13,5.672692817,7.591353223,0.689792243,3.45519686,0,3.978031917
TUT1__chr11,113.4538563,21.93057598,70.35880882,120.9318901,167.7479947,108.4013697
TVP23A__chr16,9.927212429,0,0,0,0,0
TVP23B__chr17,49.63606214,64.94824424,64.84047088,89.83511835,44.37205022,72.59908248
TVP23C__chr17,0,4.217418457,4.13875346,0,0,4.972539896
TWF1__chr12,1811.007182,2303.553961,1970.736439,1295.698822,1900.422444,2346.044323
TWF2__chr3,259.5256964,224.3666619,211.0764265,152.0286618,177.4882009,171.0553724
TWISTNB__chr7,252.4348303,307.0280637,228.3212326,321.333308,389.6082459,332.165665
TWSG1__chr18,1672.026208,1482.84433,1525.13065,1889.992682,1937.218778,1447.00911
TXK__chr4,24.10894447,12.65225537,2.06937673,0,1.082245127,0
TXLNA__chr1,255.2711767,537.2991115,409.7365926,245.318977,238.093928,320.2315693
TXLNGY__chrY,513.3786999,285.9409714,275.2271051,103.6559058,228.3537219,281.4457581
TXLNG__chrX,263.780216,285.9409714,344.8961217,331.6988985,127.704925,244.6489629
TXN2__chr22,2674.674663,1597.558112,1769.317104,1682.680871,1204.538827,1944.263099
TXNDC11__chr16,229.7440591,339.080444,213.1458032,221.132599,262.985566,198.9015958
TXNDC12__chr1,1785.480064,2740.478514,2018.332104,1558.293784,2003.235731,2277.423272
TXNDC15__chr5,205.6351146,241.2363358,346.9654984,290.2365362,285.7127136,297.3578858
TXNDC16__chr14,233.9985787,108.8093962,224.1824791,300.6021268,201.2975937,91.49473408
TXNDC17__chr17,849.4857493,1027.363136,703.5880882,725.5913405,1365.793351,944.7825802
TXNDC5__chr6,0,0,0.689792243,3.45519686,0,4.972539896
TXNDC9__chr2,302.0708925,323.0542538,306.2677561,210.7670084,363.6343628,256.5830586
TXNIP__chr1,3941.103334,5943.18609,3810.412352,2905.820559,4007.553707,8318.064738
TXNL1__chr18,1070.720769,1269.442956,978.1254011,1395.899531,1150.42657,1303.799961
TXNL4A__chr18,575.7783209,635.9867034,755.3225065,542.465907,818.1773163,563.8860242
TXNL4B__chr16,46.79971574,120.6181679,129.6809418,62.19354348,154.7610532,47.736383
TXNRD1__chr12,843.8130565,1264.382054,926.3909828,1129.849373,958.8691829,1205.343671
TXNRD2__chr22,323.3434905,138.3313254,320.0636009,179.6702367,391.7727361,308.2974735
TXNRD3__chr3,73.74500661,70.85263008,127.611565,110.5662995,124.4581896,93.48375004
TXN__chr9,6757.595318,8746.925881,8068.499871,8074.795061,9054.062736,8187.784192
TYK2__chr19,538.9058176,381.2546286,519.4135593,628.8458285,245.6696439,508.1935774
TYMP__chr22,102.1084707,78.44398331,56.56296396,41.46236232,119.046964,164.0938166
TYMSOS__chr18,18.43625165,34.58283135,42.07732685,27.64157488,25.97388306,32.81876331
TYMS__chr18,2.836346408,2.530451074,2.06937673,6.910393719,1.082245127,1.989015958
TYRO3__chr15,24.10894447,25.30451074,46.21608031,6.910393719,21.64490255,35.80228725
TYSND1__chr10,130.4719348,120.6181679,131.7503185,76.01433091,140.6918666,129.2860373
TYW1B__chr7,4.254519612,6.747869532,17.93459833,0,21.64490255,15.91212767
TYW1__chr7,49.63606214,39.6437335,40.00795012,69.10393719,27.05612818,34.80777927
TYW3__chr1,146.07184,179.6620263,323.5125621,186.5806304,261.9033208,301.3359177
TYW5__chr2,56.72692817,116.4007494,171.0684764,217.6774022,146.1030922,156.1377527
U2AF1L4__chr19,18.43625165,150.1400971,151.7542935,134.7526775,83.33287481,60.66498673
U2AF2__chr19,3648.959654,3678.432379,4092.53738,3209.877883,4002.142481,2570.803126
U2SURP__chr3,1100.502406,1365.600097,1174.71619,984.731105,1082.245127,1129.761064
UACA__chr15,299.2345461,406.5591393,156.5828392,421.5340169,241.3406634,146.1926729
UAP1L1__chr9,32.6179837,0.843483691,22.07335179,0,10.82245127,0
UAP1__chr1,652.3596739,843.4836915,802.228379,632.3010253,800.8613943,1078.046649
UBA1__chrX,8503.366532,7194.072405,9300.468817,10866.59412,7623.334677,7826.777796
UBA2__chr19,1057.95721,1106.650603,1485.1227,1250.781263,1209.950052,1222.250306
UBA3__chr3,731.7773733,991.9368212,832.5792377,901.8063804,850.6446701,847.3207983
UBA52__chr19,12878.43087,13269.68543,12071.36426,13737.86271,19307.25307,15430.7858
UBA5__chr3,341.7797422,353.4196667,445.6057892,615.025041,463.2009145,272.4951863
UBA6-AS1__chr4,21.27259806,10.96528799,2.06937673,38.00716546,15.15143178,17.90114363
UBA6__chr4,931.7397951,533.9251767,747.0449996,936.358349,636.3601349,1097.936809
UBA7__chr3,66.65414059,70.85263008,68.97922434,120.9318901,102.8132871,325.2041092
UBAC1__chr9,329.0161834,380.4111449,323.5125621,521.7347258,254.3276049,281.4457581
UBAC2-AS1__chr13,0,32.05238028,22.07335179,34.5519686,2.164490255,42.7638431
UBAC2__chr13,707.6684289,764.1962245,783.6039885,784.3296872,835.4932383,651.4027264
UBALD1__chr16,660.8687131,249.6711727,364.2103045,466.4515761,410.1709033,240.670931
UBALD2__chr17,693.4866968,705.1523661,1084.353407,1005.462286,1123.370442,1230.20637
UBAP1L__chr15,0,4.217418457,14.48563711,6.910393719,0,0
UBAP1__chr9,740.2864126,1023.989201,1113.324681,825.7920495,1123.370442,1224.239322
UBAP2L__chr1,1917.370172,1866.629409,2826.768613,4208.429775,2267.303542,3914.383406
UBAP2__chr9,838.1403636,498.4988617,993.9906227,1119.483783,510.8197001,886.1066094
UBASH3B__chr11,173.0171309,180.50551,269.0189749,262.5949613,321.4268028,319.2370613
UBB__chr17,5628.729447,6440.841468,5127.225745,5390.107101,7646.061825,7515.496799
UBC__chr12,3325.616164,3691.084634,2828.83799,2708.874338,3291.107432,3398.233765
UBD__chr6,14.18173204,14.33922276,44.83649582,10.36559058,139.6096214,114.3684176
UBE2A__chrX,910.4671971,1198.590326,1076.765692,1544.472996,1451.290716,1393.305679
UBE2B__chr5,2226.53193,2263.066744,1609.285304,1233.505279,1883.106522,2372.896038
UBE2C__chr20,1525.954368,915.1798053,1446.494334,1223.139688,1527.047875,1256.063578
UBE2D1__chr10,354.543301,253.0451074,244.8762464,362.7956703,312.7688418,320.2315693
UBE2D2__chr5,2277.586166,2889.775127,3316.521106,2916.18615,2768.383036,3465.860307
UBE2D3__chr4,3040.56335,3732.415335,3289.619209,3662.508671,4030.280854,3376.354589
UBE2D4__chr7,185.7806897,281.723553,199.3499583,203.8566147,319.2623126,218.7917554
UBE2E1__chr3,181.5261701,415.8374599,482.1647781,310.9677174,404.7596776,396.8086837
UBE2E2__chr3,15.59990525,5.060902149,0,10.36559058,0,30.82974735
UBE2E3__chr2,35.4543301,48.07857041,60.70171742,17.2759843,46.53654048,38.78581119
UBE2F-SCLY__chr2,0,0,1.379584487,0,0,0
UBE2F__chr2,384.3249383,541.5165299,597.3600828,221.132599,668.8274887,751.8480323
UBE2G1__chr17,918.9762363,1042.545843,965.7091407,1067.65583,713.1995389,862.2384179
UBE2G2__chr21,469.4153306,398.9677861,571.8377698,556.2866944,476.187856,410.7317954
UBE2H__chr7,1586.935815,1179.190201,1661.019722,1520.286618,1308.434359,1847.795825
UBE2I__chr16,1472.063786,1507.305357,1323.021523,1109.118192,1253.239858,1268.992181
UBE2J1__chr6,1613.881106,1229.799222,1366.478434,1095.297405,1471.853373,1684.696517
UBE2J2__chr1,784.2497819,612.36916,454.5730884,393.892442,564.9319565,617.5894551
UBE2K__chr4,1184.174625,1180.033684,1021.582312,946.7239396,1024.886136,960.6947079
UBE2L3__chr22,2480.384934,2440.198319,2932.306827,2380.630636,2417.735615,2600.638366
UBE2L6__chr11,46.79971574,141.7052602,161.4113849,120.9318901,845.2334445,1297.832913
UBE2MP1__chr16,1.418173204,0.843483691,1.379584487,0,0,0
UBE2M__chr19,1771.298332,2500.085662,2470.146023,2004.014179,2320.333553,1738.399948
UBE2N__chr12,1840.788819,2663.721498,2234.926869,1834.709533,2018.387163,2405.714802
UBE2O__chr17,82.25404584,60.73082579,104.1586287,131.2974807,97.40206146,78.56613035
UBE2Q1__chr1,1347.264544,1034.111006,1349.233628,1665.404886,1567.090944,1162.579828
UBE2Q2P1__chr15,2.836346408,1.686967383,2.06937673,0,2.164490255,7.956063833
UBE2Q2P2__chr15,0,0.843483691,11.72646814,0,8.657961019,8.950571813
UBE2Q2__chr15,719.0138145,588.7516167,928.4603596,525.1899227,724.0219902,438.5780188
UBE2R2__chr9,1663.517168,1865.785926,1625.840318,1585.935359,902.5924362,1353.52536
UBE2S__chr19,611.232651,484.1596389,732.5593625,635.7562222,793.2856784,611.6224072
UBE2T__chr1,638.1779419,806.3704091,787.0529497,1074.566223,899.3457008,1129.761064
UBE2V1__chr20,1.418173204,17.71315752,14.48563711,0,1.082245127,7.956063833
UBE2V2__chr8,737.4500661,782.7528657,746.3552073,414.6236232,924.2373388,1024.343219
UBE2W__chr8,527.5604319,591.2820677,349.7246674,507.9139384,679.64994,647.4246944
UBE2Z__chr17,753.0499714,685.7522412,599.4294595,988.1863019,662.334018,963.6782318
UBE3A__chr15,1246.574246,1775.533171,1567.207977,1430.4515,1219.690259,1256.063578
UBE3B__chr12,269.4529088,224.3666619,289.02295,127.8422838,212.120045,382.885572
UBE3C__chr7,541.742164,496.8118943,493.201454,483.7275604,403.6774325,368.9624603
UBE3D__chr6,59.56327457,22.77405967,5.518337947,13.82078744,44.37205022,17.90114363
UBE4A__chr11,534.651298,582.8472308,506.3075066,393.892442,518.395416,342.1107448
UBE4B__chr1,1116.102312,1208.71213,429.0507754,608.1146473,806.2726199,407.7482715
UBFD1__chr16,635.3415955,429.333199,817.4038084,601.2042536,803.0258845,516.1496412
UBIAD1__chr1,205.6351146,113.8702984,204.8682963,148.573465,227.2714767,240.670931
UBL3__chr13,616.9053438,616.5865785,644.2659553,518.279529,875.536308,926.8814366
UBL4A__chrX,433.9610005,353.4196667,364.9000967,442.265198,497.8327586,151.1652128
UBL5__chr19,2623.620428,3838.69428,3901.464928,3323.899379,3796.515907,4387.769204
UBL7-AS1__chr15,5.672692817,5.90438584,26.90189749,3.45519686,3.246735382,7.956063833
UBL7__chr15,1069.302596,355.9501178,809.1263015,411.1684263,576.8366529,940.8045483
UBLCP1__chr5,364.4705135,210.0274392,286.263781,183.1254336,400.4306971,191.94004
UBN1__chr16,146.07184,150.1400971,246.9456231,207.3118116,156.9255435,62.65400269
UBN2__chr7,577.1964941,241.2363358,229.0110248,725.5913405,647.1825862,210.8356916
UBOX5__chr20,48.21788894,7.591353223,71.04860107,17.2759843,40.04306971,28.8407314
UBP1__chr3,1589.772162,1980.499708,1974.875193,1869.261501,1431.810304,1569.333591
UBQLN1__chr9,937.4124879,827.4575013,975.3662321,970.9103176,1172.071473,951.7441361
UBQLN2__chrX,151.7445328,182.1924774,231.0804015,114.0214964,164.5012594,136.2475931
UBQLN4__chr1,170.1807845,292.6888409,171.0684764,245.318977,217.5312706,212.8247075
UBR1__chr15,704.8320825,723.7090073,415.9447227,680.6737814,953.4579572,703.1171413
UBR2__chr6,187.1988629,246.2972379,257.982299,335.1540954,240.2584183,302.3304257
UBR3__chr2,1405.409645,1411.9917,1015.374182,656.4874034,1182.893924,1535.52032
UBR4__chr1,1935.806424,985.1889517,1187.822243,1274.967641,1070.340431,833.3976865
UBR5-AS1__chr8,1.418173204,1.686967383,7.587714677,0,6.493470764,0
UBR5__chr8,537.4876444,448.7333239,411.8059693,466.4515761,397.1839617,322.2205853
UBR7__chr14,197.1260754,248.827689,180.0357755,117.4766932,151.5143178,390.8416358
UBTD1__chr10,97.85395109,107.9659125,76.56693901,138.2078744,31.38510869,27.84622342
UBTD2__chr5,619.7416902,386.3155307,490.442285,272.9605519,282.4659782,284.429282
UBTF__chr17,126.2174152,97.84410821,194.5214126,124.387087,160.1722789,197.9070879
UBXN10-AS1__chr1,0,9.278320606,0,0,0,0
UBXN10__chr1,8.509039225,0,2.06937673,0,22.72714767,0
UBXN11__chr1,56.72692817,65.79172794,35.86919666,0,5.411225637,30.82974735
UBXN1__chr11,571.5238013,422.5853294,415.2549305,380.0716546,372.2923238,416.6988433
UBXN2A__chr2,53.89058176,102.9050104,87.60361491,96.74551207,96.31981634,91.49473408
UBXN2B__chr8,272.2892552,262.3234281,298.6800414,279.8709456,203.4620839,319.2370613
UBXN4__chr2,7178.792759,6833.904868,6846.877808,6972.587263,6322.476034,6865.08858
UBXN6__chr19,251.0166571,312.9324495,299.3698336,210.7670084,225.1069865,334.154681
UBXN7__chr3,129.0537616,122.3051353,209.696842,245.318977,108.2245127,108.4013697
UBXN8__chr8,96.43577788,210.8709229,144.8563711,172.759843,107.1422676,191.94004
UCA1__chr19,4392.082413,4699.047645,3957.3381,5165.519305,4176.383947,4247.543579
UCHL1__chr4,1.418173204,68.32217901,0.689792243,0,51.94776611,2.983523938
UCHL3__chr13,296.3981997,361.01102,393.871371,283.3261425,478.3523463,354.0448406
UCHL5__chr1,754.4681446,603.0908394,574.5969387,535.5555133,551.945015,683.2269817
UCK1__chr9,103.5266439,117.2442331,128.3013573,145.1182681,81.16838455,202.8796278
UCK2__chr1,492.1061018,472.3508672,514.5850136,725.5913405,670.991979,699.1391094
UCKL1-AS1__chr20,1.418173204,0,0,0,0,0
UCKL1__chr20,194.289729,150.1400971,229.700817,138.2078744,194.8041229,246.6379788
UCN2__chr3,0,0,0,0,0,0
UCN__chr2,11.34538563,0,2.759168973,0,0,8.950571813
UCP2__chr11,3260.380196,1997.369381,4216.699984,2802.164653,1970.768377,3244.085028
UCP3__chr11,4.254519612,0.843483691,0,0,8.657961019,0.994507979
UEVLD__chr11,79.41769943,233.6449825,139.3380332,217.6774022,435.0625412,113.3739096
UFC1__chr1,377.2340723,254.7320748,375.2469804,400.8028357,393.9372264,255.5885506
UFD1L__chr22,375.8158991,347.5152809,416.634515,286.7813394,299.7819003,325.2041092
UFL1__chr6,961.5214324,695.8740455,898.7992931,881.0751992,891.769985,839.3647344
UFM1__chr13,1572.754083,2090.996071,1883.822617,2287.340321,2635.266885,2308.25302
UFSP1__chr7,18.43625165,16.86967383,15.8652216,6.910393719,5.411225637,10.93958777
UFSP2__chr4,218.3986734,430.1766827,245.5660386,407.7132295,338.7427249,264.5391225
UG0898H09__chr8,8.509039225,10.96528799,1.379584487,17.2759843,15.15143178,3.978031917
UGCG__chr9,658.0323667,635.9867034,353.8634208,345.519686,499.9972488,684.2214897
UGDH-AS1__chr4,24.10894447,31.20889659,26.21210525,20.73118116,35.7140892,57.68146279
UGDH__chr4,2155.62327,2252.94494,2004.536259,2304.616305,2078.99289,2242.615493
UGGT1__chr2,1118.938658,1402.713379,949.8439191,1126.394176,1363.62886,846.3262903
UGGT2__chr13,97.85395109,79.287467,147.6155401,120.9318901,103.8955322,120.3354655
UGP2__chr2,1357.191756,1869.15986,1125.740941,894.8959867,1744.579145,1679.723977
UGT1A10__chr2,1.418173204,0,2.759168973,10.36559058,0,22.87368352
UGT1A1__chr2,90.76308506,34.58283135,22.76314403,13.82078744,148.2675825,42.7638431
UGT1A6__chr2,0,0,2.06937673,0,5.411225637,1.989015958
UGT2A3__chr4,19.85442486,1.686967383,0,0,2.164490255,5.967047875
UGT2B11__chr4,1.418173204,0,0.689792243,0,3.246735382,0
UGT2B15__chr4,246.7621375,295.219292,317.3044319,228.0429927,336.5782346,253.5995347
UGT2B17__chr4,2037.914894,2209.083788,742.9062461,659.9426002,1490.25154,1471.871809
UGT2B4__chr4,0,0,0,0,0,0
UGT2B7__chr4,2.836346408,2.530451074,6.20813019,0,1.082245127,0
UGT8__chr4,1459.300227,1401.026412,1287.842118,1064.200633,1269.473534,1115.837953
UHMK1__chr1,2432.167045,2370.189173,2118.351979,2708.874338,2668.816484,1945.257607
UHRF1BP1L__chr12,120.5447224,54.82643995,99.33008304,103.6559058,63.85246252,173.0443884
UHRF1BP1__chr6,31.19981049,36.26979873,143.4767866,34.5519686,88.74410044,40.77482715
UHRF1__chr19,208.471461,243.7667868,257.982299,348.9748828,242.4229085,214.8137235
UHRF2__chr9,174.4353041,316.3063843,279.3658586,272.9605519,299.7819003,376.9185241
UIMC1__chr5,120.5447224,66.63521163,93.8117451,86.37992149,40.04306971,129.2860373
ULBP1__chr6,0,0.843483691,0,0,1.082245127,0
ULBP2__chr6,0,0,0,0,11.9046964,0
ULBP3__chr6,45.38154253,28.67844551,97.26070631,169.3046461,117.9647189,78.56613035
ULK1__chr12,358.7978206,256.4190422,274.5373129,176.2150398,140.6918666,92.48924206
ULK2__chr17,77.99952623,136.644358,60.70171742,93.29031521,103.8955322,70.61006652
ULK3__chr15,321.9253173,256.4190422,242.1170774,221.132599,325.7557833,204.8686437
ULK4__chr3,18.43625165,18.55664121,2.06937673,0,1.082245127,1.989015958
UMAD1__chr7,255.2711767,244.6102705,289.7127422,93.29031521,308.4398613,273.4896943
UMODL1-AS1__chr21,0,0,0,0,3.246735382,0
UMPS__chr3,251.0166571,355.9501178,347.6552907,397.3476389,358.2231372,398.7976996
UNC119B__chr12,615.4871706,669.726051,494.5810385,376.6164577,471.8588755,491.2869417
UNC119__chr17,229.7440591,200.7491186,237.978324,286.7813394,174.2414655,150.1707049
UNC13A__chr19,0,5.060902149,2.06937673,3.45519686,0,0.994507979
UNC13B__chr9,138.980974,118.0877168,177.9663988,141.6630712,152.596563,130.2805453
UNC13C__chr15,0,0,0,0,0,0
UNC13D__chr17,140.3991472,47.23508672,109.6769667,38.00716546,107.1422676,71.6045745
UNC45A__chr15,177.2716505,112.183331,173.8276453,124.387087,238.093928,111.3848937
UNC45B__chr17,0,0,0,0,0,0
UNC50__chr2,558.7602424,452.9507423,344.8961217,217.6774022,437.2270315,476.369322
UNC5A__chr5,0,4.217418457,0,0,1.082245127,8.950571813
