,1_1,1_2,1b24_1,1b24_2,1b60_1,1b60_2,6_1,6_2,6a24_1,6a24_2,6a60_1,6a60_2,6b24_1,6b24_2,6b60_1,6b60_2
ZNF32-AS2__chr10,0,0,0,0,0,0,2.567972,0,0,0,0,0,0,0,1.281663,0
ZNF320__chr19,1.516185,2.925139,0,8.280328,3.627091,0,9.629896,0,0.477154,1.422313,0,1.585202,2.239145,0,10.89414,1.023296
ZNF322__chr6,27.79672,39.48938,43.48167,23.18492,36.27091,80.71912,29.53168,55.12362,40.08094,102.4065,38.90841,25.89164,29.85527,22.53889,34.6049,41.95515
ZNF324__chr19,64.18515,67.2782,29.98736,48.0259,73.75086,75.67417,44.29752,43.71873,49.62402,59.73715,57.31103,49.14127,36.5727,27.04667,42.29488,59.35119
ZNF324B__chr19,0,0,0,1.656066,0,0,2.567972,4.752036,2.38577,1.422313,0,3.170405,0.7463816,22.53889,1.281663,1.534945
ZNF326__chr1,142.016,178.4335,50.97851,120.8928,148.7107,237.1124,148.3004,116.9001,135.9889,140.809,174.562,180.7131,126.1385,252.4356,142.9054,160.1459
ZNF329__chr19,0,8.775418,0,4.968197,2.418061,0,0,0,4.294386,5.689252,0,3.698805,8.210198,0,0,0
ZNF330__chr4,96.02503,92.14189,109.4539,79.49115,114.8579,70.62923,122.6207,122.6025,116.4256,142.2313,96.21944,114.1346,105.9862,90.15557,194.8128,141.2149
ZNF331__chr19,10.61329,10.23799,5.997472,18.21672,3.627091,10.08989,11.55588,15.20651,22.90339,5.689252,21.03157,15.85202,7.463816,0,39.09073,14.8378
ZNF333__chr19,4.548554,6.581564,13.49431,8.280328,0,30.26967,1.283986,1.900814,4.77154,14.22313,3.680525,4.227206,10.44934,18.03111,5.126653,17.39604
ZNF334__chr20,3.032369,11.70056,62.97345,1.656066,1.20903,25.22472,6.419931,10.45448,6.203002,5.689252,9.464207,1.056802,2.985527,40.57,1.281663,4.093186
ZNF335__chr20,22.23738,3.656424,7.49684,14.90459,8.463213,0,10.91388,7.603257,5.725848,36.98014,21.55736,14.79522,15.67401,0,5.126653,6.139779
ZNF337__chr20,27.29132,15.35698,38.98357,0,18.13546,15.13483,11.55588,20.90896,11.4517,19.91238,18.40262,15.85202,9.702961,13.52333,32.04158,13.8145
ZNF337-AS1__chr20,15.16185,39.48938,7.49684,0,1.20903,0,9.629896,6.65285,0.954308,0,4.206314,7.397611,2.239145,0,2.563326,2.046593
ZNF33A__chr10,47.50712,24.86368,37.4842,21.52885,38.68897,35.31461,124.5467,31.36344,31.49216,31.29089,31.54736,31.70405,22.39145,27.04667,19.86578,28.6523
ZNF33B__chr10,23.24817,11.70056,29.98736,18.21672,24.18061,20.17978,20.54378,81.73502,16.70039,21.3347,32.07315,28.53364,9.702961,9.015557,17.94328,28.14065
ZNF34__chr8,27.29132,1.46257,4.498104,0,8.463213,0,10.91388,19.00814,5.248694,32.7132,21.55736,19.02243,9.702961,18.03111,18.58412,22.00087
ZNF341__chr20,16.17264,27.78882,16.49305,9.936394,9.672244,5.044945,5.777938,5.702443,11.92885,5.689252,13.14473,5.284008,18.65954,4.507778,14.73913,10.23296
ZNF341-AS1__chr20,3.537764,0.7312848,0,0,0,0,3.851958,0.9504072,0,11.3785,0,4.755607,0,0,3.204158,1.023296
ZNF343__chr20,5.053949,11.70056,13.49431,18.21672,26.59867,5.044945,8.34591,0.9504072,15.26893,17.06776,9.464207,5.812408,4.47829,13.52333,10.89414,8.186372
ZNF345__chr19,5.053949,8.775418,1.499368,14.90459,10.88127,0,7.703917,6.65285,3.340078,11.3785,1.577368,2.642004,9.702961,9.015557,3.844989,0
ZNF346__chr5,38.41001,22.66983,41.9823,26.49705,33.85285,80.71912,8.987903,17.10733,15.26893,28.44626,24.18631,22.19283,12.68849,9.015557,32.68241,30.18725
ZNF35__chr3,68.22831,18.28212,31.48673,28.15312,38.68897,0,15.40783,9.504072,42.46671,36.98014,31.02157,48.61287,47.02204,0,30.11908,37.86197
ZNF350__chr19,7.075529,7.312848,2.998736,4.968197,3.627091,0,1.925979,4.752036,1.908616,0,4.732104,2.113603,1.492763,0,0.6408316,0.5116482
ZNF350-AS1__chr19,0,0.7312848,0,0,0,0,0,0,0.477154,0,0,1.056802,0,0,0,3.069889
ZNF354A__chr5,8.086319,18.28212,17.99242,16.56066,12.0903,30.26967,17.33381,12.35529,8.111618,9.956191,18.40262,22.72123,11.94211,9.015557,15.37996,8.69802
ZNF354B__chr5,0.5053949,4.387709,0,0,2.418061,0,5.135945,0,2.862924,1.422313,0,4.227206,0,0,1.281663,2.046593
ZNF354C__chr5,1.01079,3.656424,0,1.656066,2.418061,0,4.493952,5.702443,0.954308,0,5.257893,4.755607,1.492763,13.52333,5.767484,10.74461
ZNF358__chr19,113.7139,130.1687,79.4665,94.39574,111.2308,40.35956,147.6584,113.0985,60.1214,96.71729,149.8499,104.0949,82.84836,4.507778,101.2514,99.25976
ZNF362__chr1,14.65645,35.10167,11.99494,14.90459,25.38964,10.08989,29.53168,35.16507,13.36031,7.111565,18.92841,24.30643,39.55823,63.1089,12.81663,27.11736
ZNF365__chr10,0,0,0,1.656066,0,0,0,0,0,0,0,0,2.239145,4.507778,0,0.5116482
ZNF366__chr5,0,0,0,0,1.20903,0,1.283986,1.900814,0,0,0.5257893,0,0,0,0,0
ZNF367__chr9,3.537764,8.044133,0,6.624263,7.254183,0,33.38364,49.42117,24.33485,39.82477,44.69209,48.61287,31.34803,4.507778,57.03401,36.83867
ZNF37A__chr10,39.9262,30.71396,32.98609,34.77738,29.01673,0,51.35945,47.52036,30.53786,49.78096,68.35261,55.48208,47.76842,90.15557,46.7807,41.44351
ZNF37BP__chr10,20.2158,7.312848,11.99494,8.280328,29.01673,20.17978,13.48185,51.32199,5.248694,2.844626,15.24789,21.66443,4.47829,4.507778,16.66162,18.93098
ZNF382__chr19,0,0,0,0,0,0,0,0,0.954308,0,0,0,0,0,0,0
ZNF383__chr19,8.086319,1.46257,4.498104,1.656066,12.0903,35.31461,3.209965,0.9504072,12.406,8.533878,1.051579,10.03961,4.47829,4.507778,8.971642,8.186372
ZNF384__chr12,56.09883,69.47206,23.98989,44.71377,54.40637,25.22472,35.30962,56.07402,31.96932,66.84871,33.65051,21.13603,50.75395,85.64779,36.5274,47.58328
ZNF385A__chr12,22.23738,16.81955,19.49178,19.87279,24.18061,75.67417,60.34735,120.7017,20.99478,18.49007,43.64051,11.62482,17.91316,9.015557,55.11151,36.83867
ZNF385B__chr2,0,0,0,0,0,0,0,0.9504072,0,0,0,0.5284008,0,0,0,0
ZNF385C__chr17,0,7.312848,0,0,0,0,1.283986,0,0,0,0,0.5284008,0,0,0,0
ZNF391__chr6,0.5053949,1.46257,0,8.280328,14.50837,0,7.703917,3.801629,16.22324,17.06776,8.412628,10.56802,0,0,4.485821,16.37274
ZNF394__chr7,40.43159,52.65251,29.98736,33.12131,38.68897,40.35956,30.17367,34.21466,72.52741,54.0479,33.12472,20.07923,58.21777,67.61667,41.65405,31.21054
ZNF395__chr8,336.593,221.5793,163.4311,185.4794,211.5803,141.2585,1036.819,837.3087,190.3844,254.594,453.7561,273.7116,215.7043,256.9434,276.1984,299.8259
ZNF396__chr18,9.097108,8.775418,0,13.24853,2.418061,0,3.209965,4.752036,1.431462,8.533878,4.206314,4.755607,7.463816,9.015557,1.922495,6.139779
ZNF397__chr18,6.064739,16.81955,16.49305,4.968197,25.38964,20.17978,9.629896,28.51222,1.908616,27.02395,18.92841,7.397611,1.492763,0,4.485821,18.41934
ZNF398__chr7,28.30211,26.32625,25.48925,28.15312,29.01673,35.31461,26.96371,16.15692,31.49216,22.75701,37.33104,33.81765,37.31908,40.57,30.11908,35.81538
ZNF404__chr19,0,0,0,0,0,15.13483,2.567972,0.9504072,0,0,0,2.113603,0,0,1.922495,0.5116482
ZNF407__chr18,30.82909,26.32625,28.48799,31.46525,21.76255,75.67417,14.76584,32.31384,29.10639,46.93633,38.90841,26.42004,8.95658,0,19.86578,17.90769
ZNF408__chr11,8.591713,2.193855,37.4842,28.15312,10.88127,0,3.209965,8.553665,17.17754,0,23.66052,13.21002,8.210198,0,15.37996,10.74461
ZNF41__chrX,64.69055,48.99608,71.96966,74.52295,35.06188,25.22472,19.25979,21.85937,35.78655,27.02395,55.73366,13.73842,38.81185,76.63223,18.58412,48.09493
ZNF410__chr14,74.79845,61.42793,71.96966,49.68197,53.19734,55.49439,44.29752,38.96669,64.41579,62.58177,55.73366,77.14651,65.68158,72.12445,74.97729,63.95603
ZNF414__chr19,10.61329,3.656424,4.498104,13.24853,8.463213,0,8.987903,4.752036,8.111618,8.533878,3.680525,1.585202,14.92763,0,12.1758,7.163075
ZNF416__chr19,8.086319,2.193855,2.998736,1.656066,7.254183,0,10.91388,2.851222,7.15731,11.3785,13.67052,7.397611,3.731908,108.1867,1.922495,1.023296
ZNF417__chr19,0.5053949,0,0,0,2.418061,0,0.6419931,0.9504072,1.431462,5.689252,3.680525,1.056802,0,0,1.281663,0.5116482
ZNF418__chr19,0,0,0,0,0,0,0.6419931,0,1.431462,0,1.051579,0,0,0,0,1.023296
ZNF419__chr19,9.097108,9.506703,1.499368,0,9.672244,20.17978,5.777938,11.40489,7.15731,1.422313,7.36105,4.227206,6.717435,0,3.844989,3.069889
ZNF420__chr19,4.548554,0.7312848,0,1.656066,2.418061,15.13483,7.703917,2.851222,3.340078,7.111565,0.5257893,2.113603,3.731908,27.04667,6.408316,3.069889
ZNF425__chr7,14.15106,17.55084,4.498104,23.18492,16.92643,0,3.851958,13.3057,10.97454,5.689252,7.886839,1.585202,11.94211,0,7.689979,0.5116482
ZNF426__chr19,2.02158,0.7312848,4.498104,1.656066,14.50837,5.044945,7.061924,5.702443,0.954308,9.956191,4.732104,1.585202,6.717435,9.015557,8.33081,2.046593
ZNF428__chr19,20.72119,29.98268,49.47914,28.15312,32.64382,126.1236,26.96371,19.00814,53.44125,54.0479,43.11472,12.15322,30.60165,18.03111,44.21738,34.79208
ZNF429__chr19,4.548554,3.656424,7.49684,8.280328,6.045152,0,2.567972,7.603257,0.954308,4.266939,1.577368,0.5284008,3.731908,0,1.281663,0.5116482
ZNF43__chr19,0,0.7312848,0,0,0,0,1.283986,0,1.431462,1.422313,0.5257893,0,0,0,0.6408316,0
ZNF430__chr19,13.14027,5.118994,8.996208,21.52885,9.672244,10.08989,17.33381,17.10733,8.111618,14.22313,12.61894,15.85202,21.64507,45.07778,29.47825,5.116482
ZNF431__chr19,4.043159,19.01341,4.498104,3.312131,2.418061,0,14.76584,4.752036,8.588772,4.266939,12.61894,5.812408,2.985527,18.03111,3.204158,9.721316
ZNF432__chr19,10.1079,19.01341,7.49684,18.21672,24.18061,0,15.40783,5.702443,11.4517,7.111565,9.989996,13.73842,5.224671,54.09334,12.81663,10.74461
ZNF433__chr19,0,0,0,0,0,0,0,0,2.38577,1.422313,0,0,2.985527,0,0,0
ZNF436__chr1,79.347,89.94803,26.98862,81.14722,88.25922,95.85395,52.00144,58.92524,43.89817,14.22313,46.26946,61.29449,54.48586,67.61667,92.27975,54.23471
ZNF436-AS1__chr1,2.02158,0,0,0,1.20903,15.13483,3.851958,8.553665,4.294386,0,1.051579,1.056802,1.492763,0,2.563326,0.5116482
ZNF438__chr10,19.20501,6.581564,10.49558,1.656066,9.672244,0,16.04983,19.00814,8.111618,18.49007,9.464207,13.73842,3.731908,0,3.844989,12.79121
ZNF439__chr19,0,0,0,1.656066,0,0,1.925979,2.851222,0,0,0,4.227206,0,0,0.6408316,0
ZNF44__chr19,15.66724,24.1324,46.48041,24.84098,29.01673,15.13483,17.97581,2.851222,15.74608,8.533878,7.36105,11.09642,9.702961,22.53889,9.612474,7.163075
ZNF440__chr19,21.73198,5.850279,25.48925,29.80918,16.92643,5.044945,28.88969,34.21466,8.111618,8.533878,14.7221,16.90882,15.67401,4.507778,23.71077,15.34945
ZNF441__chr19,13.14027,10.96927,23.98989,14.90459,12.0903,10.08989,5.135945,7.603257,2.38577,4.266939,3.680525,8.454412,0,0,6.408316,5.62813
ZNF442__chr19,1.01079,0,0,0,4.836122,0,0.6419931,0,0,0,0,10.56802,0.7463816,0,0,2.558241
ZNF443__chr19,0,0.7312848,0,0,1.20903,0,2.567972,0.9504072,3.817232,0,0,0.5284008,0,0,0.6408316,2.558241
ZNF444__chr19,35.88304,32.17653,38.98357,33.12131,68.91474,25.22472,93.089,52.27239,31.01501,28.44626,44.1663,22.72123,26.12336,0,51.90736,49.11823
ZNF445__chr3,11.62408,6.581564,2.998736,3.312131,62.86958,30.26967,25.67972,12.35529,14.79177,22.75701,20.50578,17.96563,6.717435,9.015557,14.73913,11.25626
ZNF446__chr19,50.0341,51.92122,77.96713,38.08951,58.03346,85.76406,78.32316,20.90896,42.46671,79.64953,35.22788,51.78327,29.85527,9.015557,84.58977,43.4901
ZNF449__chrX,8.591713,20.47598,2.998736,1.656066,8.463213,0,16.69182,10.45448,15.26893,12.80082,17.35105,8.454412,8.95658,0,18.58412,5.116482
ZNF45__chr19,23.24817,12.43184,8.996208,9.936394,13.29933,5.044945,9.629896,2.851222,15.74608,1.422313,9.989996,6.86921,5.971053,9.015557,4.485821,12.27956
ZNF451__chr6,127.3595,138.2128,68.97093,109.3003,113.6489,75.67417,78.32316,94.09031,103.0653,126.5859,139.3342,124.1742,120.1674,243.42,135.8563,126.3771
ZNF454__chr5,0.5053949,0,0,0,6.045152,0,0.6419931,5.702443,2.38577,0,0,0.5284008,0.7463816,0,1.922495,0
ZNF460__chr19,0,0,0,0,1.20903,0,0,5.702443,0,1.422313,4.732104,0,5.224671,4.507778,6.408316,0
ZNF461__chr19,15.16185,54.11508,11.99494,3.312131,25.38964,5.044945,10.27189,62.72687,6.680156,15.64544,26.28946,16.90882,17.16678,18.03111,14.09829,29.6756
ZNF462__chr9,22.23738,6.581564,16.49305,18.21672,14.50837,30.26967,21.82776,17.10733,20.04047,17.06776,31.02157,14.26682,2.985527,4.507778,14.73913,18.41934
ZNF467__chr7,3.537764,5.850279,0,0,1.20903,0,0,0,0.477154,0,0,0.5284008,0,0,2.563326,0
ZNF468__chr19,16.67803,3.656424,14.99368,8.280328,6.045152,0,10.91388,11.40489,9.54308,7.111565,6.835261,3.170405,13.43487,9.015557,3.204158,2.046593
ZNF470__chr19,9.097108,5.850279,10.49558,3.312131,12.0903,0,2.567972,4.752036,0.954308,0,5.257893,1.056802,39.55823,0,1.922495,2.558241
ZNF471__chr19,14.15106,13.89441,19.49178,56.30623,66.49667,80.71912,23.11175,19.00814,11.4517,21.3347,16.82526,10.03961,7.463816,0,24.3516,12.79121
ZNF473__chr19,14.15106,27.05754,13.49431,16.56066,30.22576,5.044945,16.69182,27.56181,20.04047,11.3785,11.04157,12.15322,55.23224,18.03111,19.86578,22.51252
ZNF48__chr16,4.043159,12.43184,17.99242,21.52885,6.045152,0,21.82776,6.65285,14.31462,5.689252,7.36105,13.21002,18.65954,0,17.94328,7.163075
ZNF480__chr19,48.01252,76.78491,52.47788,94.39574,47.15219,45.4045,74.4712,56.07402,49.62402,89.60572,44.1663,103.0381,52.9931,72.12445,64.72399,41.95515
ZNF483__chr9,0,0,0,0,4.836122,0,0,0,0,0,0,0,0,0,1.281663,1.023296
ZNF484__chr9,6.570134,3.656424,2.998736,1.656066,4.836122,0,2.567972,3.801629,4.294386,1.422313,4.732104,7.926011,2.239145,9.015557,23.06994,2.558241
ZNF485__chr10,5.053949,2.193855,0,1.656066,4.836122,5.044945,10.27189,4.752036,4.77154,7.111565,7.36105,13.21002,2.985527,31.55445,14.09829,7.674723
ZNF486__chr19,0,0,0,0,0,0,0,0,0,0,6.309471,0.5284008,0,4.507778,0,0
ZNF487__chr10,2.02158,0.7312848,0,0,1.20903,0,2.567972,0,0,0,0.5257893,0.5284008,0,0,0.6408316,1.023296
ZNF488__chr10,150.6077,158.6888,97.45892,115.9246,212.7894,126.1236,130.9666,73.18135,90.18211,93.87266,87.28102,114.663,70.90626,9.015557,57.03401,54.74636
ZNF490__chr19,22.23738,10.96927,8.996208,24.84098,32.64382,30.26967,21.18577,15.20651,18.13185,0,18.92841,12.68162,11.94211,0,32.04158,12.79121
ZNF491__chr19,3.032369,0,0,0,0,0,1.283986,4.752036,0,0,0,0,0,0,0,1.023296
ZNF492__chr19,0,0,4.498104,0,0,0,0,0,0,0,0.5257893,0,0,0,0,0.5116482
ZNF493__chr19,0.5053949,5.118994,5.997472,3.312131,2.418061,5.044945,10.27189,0.9504072,0,7.111565,0,2.113603,1.492763,0,15.37996,6.651427
ZNF496__chr1,0,0,1.499368,0,1.20903,0,0.6419931,0.9504072,2.862924,0,4.206314,3.698805,0,0,1.922495,0
ZNF497__chr19,0,0,0,4.968197,3.627091,5.044945,0,0,0,0,2.628946,3.170405,0.7463816,0,3.844989,5.62813
ZNF500__chr16,17.68882,13.16313,13.49431,8.280328,7.254183,50.44945,21.18577,33.26425,19.08616,41.24708,23.13473,19.55083,6.717435,0,8.33081,19.44263
ZNF501__chr3,1.516185,20.47598,0,19.87279,0,0,1.283986,12.35529,3.817232,0,16.82526,7.926011,7.463816,4.507778,6.408316,6.139779
ZNF502__chr3,2.526975,31.44525,0,0,0,5.044945,6.419931,2.851222,8.588772,12.80082,12.09315,10.03961,2.239145,0,3.844989,5.62813
ZNF503__chr10,13.64566,3.656424,13.49431,1.656066,7.254183,20.17978,48.79147,38.01629,15.74608,45.51402,19.4542,20.60763,17.16678,9.015557,11.53497,29.6756
ZNF503-AS1__chr10,1.516185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF503-AS2__chr10,0,0,2.998736,1.656066,0,0,0.6419931,1.900814,0,0,0.5257893,0.5284008,0,0,0.6408316,0
ZNF506__chr19,1.01079,7.312848,0,0,8.463213,0,4.493952,4.752036,0,4.266939,3.154736,4.227206,3.731908,9.015557,5.767484,10.23296
ZNF507__chr19,4.548554,20.47598,13.49431,33.12131,19.34449,0,29.53168,20.90896,14.31462,18.49007,18.40262,23.77803,23.13783,18.03111,21.14744,14.32615
ZNF510__chr9,28.30211,26.32625,25.48925,31.46525,37.47994,50.44945,35.30962,57.97484,15.26893,11.3785,42.06314,37.51645,23.13783,58.60112,32.04158,27.629
ZNF511__chr10,89.4549,62.15921,112.4526,104.3321,59.24249,55.49439,299.1688,386.8157,149.8264,160.7214,194.0162,226.6839,219.4362,144.2489,193.5311,246.1028
ZNF512__chr2,24.25896,35.10167,11.99494,4.968197,10.88127,40.35956,35.30962,20.90896,42.46671,22.75701,35.75367,39.10166,22.39145,31.55445,32.68241,33.76878
ZNF512B__chr20,1.01079,0.7312848,0,0,0,0,0.6419931,0,1.431462,0,0,1.056802,0,0,3.204158,0.5116482
ZNF513__chr2,21.22659,8.044133,13.49431,38.08951,10.88127,40.35956,12.83986,12.35529,8.111618,5.689252,14.19631,14.26682,8.95658,0,10.89414,9.721316
ZNF514__chr2,28.30211,16.08827,17.99242,1.656066,24.18061,25.22472,25.67972,20.90896,18.13185,11.3785,15.24789,8.454412,6.717435,9.015557,12.81663,16.37274
ZNF516__chr18,30.82909,21.93855,32.98609,23.18492,15.7174,25.22472,35.95161,20.90896,8.111618,22.75701,14.7221,17.43722,14.92763,0,23.06994,29.16395
ZNF517__chr8,12.12948,9.506703,4.498104,3.312131,6.045152,0,7.061924,5.702443,3.817232,9.956191,8.412628,2.113603,15.67401,0,5.767484,4.604834
ZNF518A__chr10,123.8218,133.0938,67.47156,66.24263,200.6991,131.1686,141.8805,173.9245,81.11618,102.4065,98.3226,109.9074,73.1454,139.7411,133.9338,133.0285
ZNF518B__chr4,33.35606,11.70056,23.98989,18.21672,6.045152,15.13483,43.65553,19.00814,15.26893,21.3347,16.29947,20.60763,28.3625,72.12445,14.09829,30.69889
ZNF519__chr18,15.16185,8.044133,14.99368,1.656066,20.55352,20.17978,11.55588,19.95855,17.6547,2.844626,17.35105,14.26682,2.239145,31.55445,17.94328,28.6523
ZNF524__chr19,26.78593,10.96927,7.49684,48.0259,19.34449,5.044945,36.59361,28.51222,28.62924,35.55783,24.7121,13.73842,27.61612,22.53889,15.37996,26.60571
ZNF525__chr19,12.63487,20.47598,13.49431,21.52885,6.045152,5.044945,5.777938,8.553665,15.26893,5.689252,5.783682,14.79522,17.91316,0,11.53497,9.209668
ZNF526__chr19,3.032369,8.044133,8.996208,8.280328,8.463213,5.044945,8.987903,0.9504072,5.725848,5.689252,7.886839,2.642004,7.463816,0,5.767484,7.163075
ZNF527__chr19,2.526975,12.43184,7.49684,0,2.418061,0,4.493952,0.9504072,3.817232,1.422313,10.51579,11.62482,1.492763,0,3.204158,5.116482
ZNF528__chr19,0,0.7312848,0,0,0,0,0,0,0,0,0,0.5284008,1.492763,0,0.6408316,0
ZNF528-AS1__chr19,0,0,0,0,0,0,0,0,0.477154,0,0,0,1.492763,0,0,0.5116482
ZNF529__chr19,14.15106,58.50279,13.49431,24.84098,29.01673,0,6.419931,23.76018,13.36031,18.49007,7.36105,19.55083,2.985527,9.015557,22.4291,24.04747
ZNF529-AS1__chr19,14.15106,23.40111,4.498104,1.656066,7.254183,0,12.19787,24.71059,18.60901,4.266939,11.04157,12.68162,13.43487,4.507778,10.25331,16.88439
ZNF530__chr19,0.5053949,0,2.998736,0,1.20903,0,3.851958,0.9504072,3.817232,0,2.628946,8.454412,1.492763,0,2.563326,0
ZNF532__chr18,17.18343,18.28212,10.49558,13.24853,14.50837,45.4045,22.46976,7.603257,10.97454,9.956191,12.61894,14.26682,0,9.015557,19.86578,8.69802
ZNF540__chr19,2.526975,0.7312848,0,1.656066,4.836122,0,1.925979,3.801629,1.431462,0,1.577368,2.642004,0,0,0,1.023296
ZNF542P__chr19,1.516185,0,1.499368,0,1.20903,0,0,0,0,8.533878,0,4.227206,0.7463816,0,1.281663,0.5116482
ZNF543__chr19,0,2.193855,0,0,2.418061,0,5.777938,0,0.954308,0,0,0,2.985527,0,8.33081,0
ZNF544__chr19,23.75356,31.44525,19.49178,16.56066,14.50837,10.08989,19.25979,20.90896,25.28916,39.82477,23.13473,20.60763,46.27566,4.507778,31.40075,21.48923
ZNF546__chr19,8.591713,0,0,11.59246,3.627091,20.17978,1.925979,2.851222,0,1.422313,0,2.642004,5.971053,0,4.485821,3.581538
ZNF547__chr19,1.516185,2.193855,0,0,0,0,0,1.900814,0,0,0,0,8.95658,0,0,3.581538
ZNF548__chr19,13.64566,15.35698,25.48925,9.936394,36.27091,0,24.39574,16.15692,9.54308,22.75701,5.783682,14.26682,18.65954,0,5.767484,14.8378
ZNF549__chr19,0,0.7312848,0,0,2.418061,0,0,0,2.38577,0,0,1.056802,10.44934,0,0,0
ZNF550__chr19,12.12948,19.01341,14.99368,3.312131,14.50837,0,47.50749,22.80977,14.79177,17.06776,18.92841,8.982813,10.44934,45.07778,18.58412,21.48923
ZNF551__chr19,3.032369,0,0,4.968197,2.418061,0,3.209965,0,1.431462,0,1.051579,7.397611,0,0,6.408316,3.069889
ZNF552__chr19,39.9262,59.23407,35.98483,28.15312,19.34449,100.8989,23.11175,22.80977,17.6547,19.91238,28.39262,24.83484,17.91316,13.52333,29.47825,14.32615
ZNF554__chr19,2.02158,0.7312848,4.498104,1.656066,1.20903,5.044945,7.703917,8.553665,1.431462,8.533878,6.835261,1.585202,0.7463816,0,1.281663,5.62813
ZNF555__chr19,9.097108,0,8.996208,3.312131,3.627091,5.044945,5.777938,8.553665,18.60901,1.422313,7.886839,5.812408,1.492763,0,4.485821,17.90769
ZNF556__chr19,0,0,0,0,0,0,0,0,0,1.422313,0.5257893,0,0,0,0,0
ZNF557__chr19,30.32369,27.05754,41.9823,24.84098,20.55352,100.8989,23.11175,45.61954,17.6547,64.00409,28.39262,35.40285,64.9352,67.61667,24.3516,48.60658
ZNF558__chr19,20.2158,14.6257,4.498104,3.312131,6.045152,0,23.75374,19.95855,8.111618,1.422313,19.4542,18.49403,8.95658,22.53889,4.485821,11.76791
ZNF559__chr19,9.602503,0.7312848,1.499368,6.624263,0,5.044945,7.061924,10.45448,3.817232,5.689252,6.835261,14.26682,3.731908,0,2.563326,4.604834
ZNF561__chr19,119.2732,169.6581,169.4286,150.702,101.5586,126.1236,81.53312,79.8342,168.4354,146.4982,117.251,110.9642,73.89178,45.07778,105.0964,121.7723
ZNF561-AS1__chr19,42.45317,27.05754,52.47788,31.46525,30.22576,50.44945,39.16158,49.42117,34.83224,45.51402,36.27946,29.06204,61.20329,135.2333,53.18902,41.44351
ZNF562__chr19,31.33448,25.59497,49.47914,24.84098,51.98831,20.17978,14.12385,25.66099,45.32963,45.51402,26.28946,28.00524,12.68849,27.04667,38.44989,14.8378
ZNF563__chr19,5.053949,3.656424,17.99242,8.280328,4.836122,0,3.209965,0,0.954308,2.844626,2.628946,3.170405,44.03652,0,0.6408316,3.069889
ZNF564__chr19,25.26975,28.52011,19.49178,11.59246,20.55352,20.17978,25.67972,13.3057,17.6547,11.3785,11.56736,1.585202,21.64507,0,16.66162,13.8145
ZNF565__chr19,8.086319,11.70056,23.98989,6.624263,9.672244,30.26967,6.419931,31.36344,5.725848,14.22313,14.7221,50.19807,9.702961,0,16.02079,13.8145
ZNF566__chr19,15.16185,15.35698,17.99242,23.18492,7.254183,20.17978,9.629896,7.603257,10.02023,12.80082,6.835261,8.982813,6.717435,0,15.37996,13.8145
ZNF567__chr19,16.17264,3.656424,16.49305,6.624263,2.418061,25.22472,7.703917,15.20651,10.97454,15.64544,9.989996,5.812408,15.67401,9.015557,8.33081,3.069889
ZNF568__chr19,0,0.7312848,0,0,0,0,2.567972,0,0,0,0,0,0,0,0,0
ZNF57__chr19,16.17264,27.78882,7.49684,21.52885,19.34449,25.22472,39.80357,15.20651,32.44647,21.3347,17.87684,14.79522,17.91316,40.57,30.75992,11.25626
ZNF570__chr19,0.5053949,0.7312848,0,0,8.463213,0,0.6419931,0,0,5.689252,1.051579,1.585202,0.7463816,9.015557,0.6408316,0
ZNF571__chr19,10.1079,28.52011,14.99368,18.21672,15.7174,0,10.27189,2.851222,7.15731,0,6.309471,3.170405,7.463816,31.55445,8.971642,27.629
ZNF572__chr8,0.5053949,1.46257,0,3.312131,4.836122,0,4.493952,15.20651,1.908616,7.111565,2.103157,4.227206,0,31.55445,2.563326,2.046593
ZNF573__chr19,4.548554,18.28212,5.997472,1.656066,0,10.08989,12.83986,3.801629,10.97454,12.80082,6.309471,4.227206,3.731908,0,5.126653,3.069889
ZNF574__chr19,82.37937,106.0363,92.96081,114.2685,71.3328,156.3933,129.6826,134.9578,117.3799,137.9644,106.2094,109.379,144.0517,40.57,114.068,130.9819
ZNF575__chr19,8.591713,2.925139,20.99115,3.312131,7.254183,20.17978,13.48185,0.9504072,31.01501,11.3785,14.19631,5.812408,35.82632,27.04667,3.204158,7.674723
ZNF576__chr19,24.76435,27.78882,37.4842,39.74558,32.64382,0,8.987903,11.40489,30.0607,38.40245,25.23789,24.30643,23.13783,22.53889,17.30245,39.90856
ZNF577__chr19,14.65645,4.387709,1.499368,1.656066,0,15.13483,1.283986,2.851222,2.38577,0,0.5257893,6.340809,4.47829,0,4.485821,2.046593
ZNF578__chr19,11.11869,35.83296,10.49558,13.24853,21.76255,100.8989,25.03773,84.58624,18.60901,54.0479,31.02157,19.55083,22.39145,0,32.68241,25.07076
ZNF579__chr19,24.76435,10.96927,65.97219,52.9941,43.5251,20.17978,51.35945,17.10733,26.24347,18.49007,37.33104,40.15846,38.06546,4.507778,10.25331,27.11736
ZNF580__chr19,43.96936,54.84636,163.4311,115.9246,50.77928,191.7079,154.7203,116.9001,106.8825,112.3627,155.6336,102.5097,72.39902,4.507778,143.5463,103.8646
